Instance;Algorithme;Taille_Clique;Taille_Min;Taille_Max;Taille_Moyenne;Temps_ms;Notes
san/san200_0.9_1.clq;Q1_FI_Seed_3;45;;;;0.076998;
san/san200_0.9_1.clq;Q1_HC_Seed_3;45;;;;3.47129;OK
san/san200_0.9_1.clq;Q1_FI_Seed_4;25;;;;0.039984;
san/san200_0.9_1.clq;Q1_HC_Seed_4;34;;;;3.85095;OK
san/san200_0.9_1.clq;Q1_FI_Seed_5;44;;;;0.061165;
san/san200_0.9_1.clq;Q1_HC_Seed_5;46;;;;4.53569;OK
san/san200_0.9_1.clq;Q1_FI_Seed_6;31;;;;0.052761;
san/san200_0.9_1.clq;Q1_HC_Seed_6;47;;;;11.0641;OK
san/san200_0.9_1.clq;Q1_FI_Seed_7;36;;;;0.049857;
san/san200_0.9_1.clq;Q1_HC_Seed_7;70;;;;20.1544;OK
san/san200_0.9_1.clq;Q1_FI_Seed_8;45;;;;0.065685;
san/san200_0.9_1.clq;Q1_HC_Seed_8;49;;;;4.65298;OK
san/san200_0.9_1.clq;Q1_FI_Seed_9;46;;;;0.075062;
san/san200_0.9_1.clq;Q1_HC_Seed_9;46;;;;3.60611;OK
san/san200_0.9_1.clq;Q1_FI_STATS_SUMMARY;;25;46;37.3;0.576012;
san/san200_0.9_1.clq;Q1_HC_STATS_SUMMARY;;34;70;47.7;69.0721;
san/san200_0.9_1.clq;Q1_Best_Static;45;;;;0.107697;
san/san200_0.9_1.clq;Q1_Best_Dynamic;47;;;;10.4388;OK
san/san200_0.9_2.clq;Q1_FI_Seed_0;31;;;;0.048772;
san/san200_0.9_2.clq;Q1_HC_Seed_0;40;;;;6.67178;OK
san/san200_0.9_2.clq;Q1_FI_Seed_1;33;;;;0.048937;
san/san200_0.9_2.clq;Q1_HC_Seed_1;45;;;;7.08762;OK
san/san200_0.9_2.clq;Q1_FI_Seed_2;32;;;;0.04736;
san/san200_0.9_2.clq;Q1_HC_Seed_2;38;;;;3.19926;OK
san/san200_0.9_2.clq;Q1_FI_Seed_3;27;;;;0.04958;
san/san200_0.9_2.clq;Q1_HC_Seed_3;31;;;;2.46838;OK
san/san200_0.9_2.clq;Q1_FI_Seed_4;29;;;;0.052175;
san/san200_0.9_2.clq;Q1_HC_Seed_4;39;;;;5.15919;OK
san/san200_0.9_2.clq;Q1_FI_Seed_5;36;;;;0.055885;
san/san200_0.9_2.clq;Q1_HC_Seed_5;37;;;;2.3648;OK
san/san200_0.9_2.clq;Q1_FI_Seed_6;27;;;;0.042872;
san/san200_0.9_2.clq;Q1_HC_Seed_6;34;;;;3.68525;OK
san/san200_0.9_2.clq;Q1_FI_Seed_7;28;;;;0.042936;
san/san200_0.9_2.clq;Q1_HC_Seed_7;32;;;;2.4632;OK
san/san200_0.9_2.clq;Q1_FI_Seed_8;33;;;;0.04979;
san/san200_0.9_2.clq;Q1_HC_Seed_8;60;;;;19.1253;OK
san/san200_0.9_2.clq;Q1_FI_Seed_9;27;;;;0.045528;
san/san200_0.9_2.clq;Q1_HC_Seed_9;29;;;;1.59887;OK
san/san200_0.9_2.clq;Q1_FI_STATS_SUMMARY;;27;36;30.3;0.483835;
san/san200_0.9_2.clq;Q1_HC_STATS_SUMMARY;;29;60;38.5;53.8236;
san/san200_0.9_2.clq;Q1_Best_Static;37;;;;0.085789;
san/san200_0.9_2.clq;Q1_Best_Dynamic;38;;;;7.70847;OK
san/san200_0.9_3.clq;Q1_FI_Seed_0;22;;;;0.046225;
san/san200_0.9_3.clq;Q1_HC_Seed_0;33;;;;4.60502;OK
san/san200_0.9_3.clq;Q1_FI_Seed_1;28;;;;0.047924;
san/san200_0.9_3.clq;Q1_HC_Seed_1;33;;;;4.49179;OK
san/san200_0.9_3.clq;Q1_FI_Seed_2;28;;;;0.048428;
san/san200_0.9_3.clq;Q1_HC_Seed_2;33;;;;4.5535;OK
san/san200_0.9_3.clq;Q1_FI_Seed_3;27;;;;0.048014;
san/san200_0.9_3.clq;Q1_HC_Seed_3;31;;;;3.12712;OK
san/san200_0.9_3.clq;Q1_FI_Seed_4;28;;;;0.049014;
san/san200_0.9_3.clq;Q1_HC_Seed_4;31;;;;3.90734;OK
san/san200_0.9_3.clq;Q1_FI_Seed_5;27;;;;0.046677;
san/san200_0.9_3.clq;Q1_HC_Seed_5;31;;;;4.0856;OK
san/san200_0.9_3.clq;Q1_FI_Seed_6;27;;;;0.047085;
san/san200_0.9_3.clq;Q1_HC_Seed_6;30;;;;3.7502;OK
san/san200_0.9_3.clq;Q1_FI_Seed_7;25;;;;0.045072;
san/san200_0.9_3.clq;Q1_HC_Seed_7;30;;;;3.25395;OK
san/san200_0.9_3.clq;Q1_FI_Seed_8;28;;;;0.043748;
san/san200_0.9_3.clq;Q1_HC_Seed_8;32;;;;3.13971;OK
san/san200_0.9_3.clq;Q1_FI_Seed_9;28;;;;0.047408;
san/san200_0.9_3.clq;Q1_HC_Seed_9;32;;;;3.41659;OK
san/san200_0.9_3.clq;Q1_FI_STATS_SUMMARY;;22;28;26.8;0.469595;
san/san200_0.9_3.clq;Q1_HC_STATS_SUMMARY;;30;33;31.6;38.3308;
san/san200_0.9_3.clq;Q1_Best_Static;31;;;;0.078667;
san/san200_0.9_3.clq;Q1_Best_Dynamic;33;;;;6.75523;OK
san/san400_0.5_1.clq;Q1_FI_Seed_0;7;;;;0.042309;
san/san400_0.5_1.clq;Q1_HC_Seed_0;7;;;;0.41253;OK
san/san400_0.5_1.clq;Q1_FI_Seed_1;7;;;;0.03989;
san/san400_0.5_1.clq;Q1_HC_Seed_1;7;;;;0.413508;OK
san/san400_0.5_1.clq;Q1_FI_Seed_2;8;;;;0.033597;
san/san400_0.5_1.clq;Q1_HC_Seed_2;8;;;;0.314812;OK
san/san400_0.5_1.clq;Q1_FI_Seed_3;6;;;;0.035859;
san/san400_0.5_1.clq;Q1_HC_Seed_3;6;;;;0.328725;OK
san/san400_0.5_1.clq;Q1_FI_Seed_4;6;;;;0.035979;
san/san400_0.5_1.clq;Q1_HC_Seed_4;6;;;;0.328807;OK
san/san400_0.5_1.clq;Q1_FI_Seed_5;7;;;;0.039762;
san/san400_0.5_1.clq;Q1_HC_Seed_5;7;;;;0.426685;OK
san/san400_0.5_1.clq;Q1_FI_Seed_6;6;;;;0.035926;
san/san400_0.5_1.clq;Q1_HC_Seed_6;6;;;;0.319409;OK
san/san400_0.5_1.clq;Q1_FI_Seed_7;7;;;;0.040181;
san/san400_0.5_1.clq;Q1_HC_Seed_7;7;;;;0.408171;OK
san/san400_0.5_1.clq;Q1_FI_Seed_8;8;;;;0.039213;
san/san400_0.5_1.clq;Q1_HC_Seed_8;8;;;;0.399459;OK
san/san400_0.5_1.clq;Q1_FI_Seed_9;6;;;;0.035556;
san/san400_0.5_1.clq;Q1_HC_Seed_9;7;;;;0.373881;OK
san/san400_0.5_1.clq;Q1_FI_STATS_SUMMARY;;6;8;6.8;0.378272;
san/san400_0.5_1.clq;Q1_HC_STATS_SUMMARY;;6;8;6.9;3.72599;
san/san400_0.5_1.clq;Q1_Best_Static;7;;;;0.08711;
san/san400_0.5_1.clq;Q1_Best_Dynamic;8;;;;6.86127;OK
san/san400_0.7_1.clq;Q1_FI_Seed_0;14;;;;0.04469;
san/san400_0.7_1.clq;Q1_HC_Seed_0;21;;;;2.36005;OK
san/san400_0.7_1.clq;Q1_FI_Seed_1;12;;;;0.043865;
san/san400_0.7_1.clq;Q1_HC_Seed_1;22;;;;2.44518;OK
san/san400_0.7_1.clq;Q1_FI_Seed_2;20;;;;0.067595;
san/san400_0.7_1.clq;Q1_HC_Seed_2;20;;;;1.94831;OK
san/san400_0.7_1.clq;Q1_FI_Seed_3;20;;;;0.070119;
san/san400_0.7_1.clq;Q1_HC_Seed_3;20;;;;1.795;OK
san/san400_0.7_1.clq;Q1_FI_Seed_4;21;;;;0.053072;
san/san400_0.7_1.clq;Q1_HC_Seed_4;21;;;;1.52468;OK
san/san400_0.7_1.clq;Q1_FI_Seed_5;20;;;;0.068544;
san/san400_0.7_1.clq;Q1_HC_Seed_5;20;;;;1.80264;OK
san/san400_0.7_1.clq;Q1_FI_Seed_6;21;;;;0.054189;
san/san400_0.7_1.clq;Q1_HC_Seed_6;21;;;;1.52688;OK
san/san400_0.7_1.clq;Q1_FI_Seed_7;17;;;;0.043482;
san/san400_0.7_1.clq;Q1_HC_Seed_7;21;;;;2.15048;OK
san/san400_0.7_1.clq;Q1_FI_Seed_8;21;;;;0.054395;
san/san400_0.7_1.clq;Q1_HC_Seed_8;21;;;;1.49226;OK
san/san400_0.7_1.clq;Q1_FI_Seed_9;19;;;;0.042229;
san/san400_0.7_1.clq;Q1_HC_Seed_9;20;;;;1.47771;OK
san/san400_0.7_1.clq;Q1_FI_STATS_SUMMARY;;12;21;18.5;0.54218;
san/san400_0.7_1.clq;Q1_HC_STATS_SUMMARY;;20;22;20.7;18.5232;
san/san400_0.7_1.clq;Q1_Best_Static;21;;;;0.108861;
san/san400_0.7_1.clq;Q1_Best_Dynamic;21;;;;12.7147;OK
san/san400_0.7_2.clq;Q1_FI_Seed_0;15;;;;0.061483;
san/san400_0.7_2.clq;Q1_HC_Seed_0;15;;;;1.15417;OK
san/san400_0.7_2.clq;Q1_FI_Seed_1;16;;;;0.042903;
san/san400_0.7_2.clq;Q1_HC_Seed_1;17;;;;1.2485;OK
san/san400_0.7_2.clq;Q1_FI_Seed_2;15;;;;0.057578;
san/san400_0.7_2.clq;Q1_HC_Seed_2;15;;;;1.12689;OK
san/san400_0.7_2.clq;Q1_FI_Seed_3;16;;;;0.042502;
san/san400_0.7_2.clq;Q1_HC_Seed_3;17;;;;1.27664;OK
san/san400_0.7_2.clq;Q1_FI_Seed_4;15;;;;0.058734;
san/san400_0.7_2.clq;Q1_HC_Seed_4;15;;;;1.17592;OK
san/san400_0.7_2.clq;Q1_FI_Seed_5;16;;;;0.048913;
san/san400_0.7_2.clq;Q1_HC_Seed_5;16;;;;1.07669;OK
san/san400_0.7_2.clq;Q1_FI_Seed_6;15;;;;0.05847;
san/san400_0.7_2.clq;Q1_HC_Seed_6;15;;;;1.18344;OK
san/san400_0.7_2.clq;Q1_FI_Seed_7;16;;;;0.046788;
san/san400_0.7_2.clq;Q1_HC_Seed_7;16;;;;1.00561;OK
san/san400_0.7_2.clq;Q1_FI_Seed_8;15;;;;0.061457;
san/san400_0.7_2.clq;Q1_HC_Seed_8;15;;;;1.16183;OK
san/san400_0.7_2.clq;Q1_FI_Seed_9;15;;;;0.058819;
san/san400_0.7_2.clq;Q1_HC_Seed_9;16;;;;2.40149;OK
san/san400_0.7_2.clq;Q1_FI_STATS_SUMMARY;;15;16;15.4;0.537647;
san/san400_0.7_2.clq;Q1_HC_STATS_SUMMARY;;15;17;15.7;12.8112;
san/san400_0.7_2.clq;Q1_Best_Static;15;;;;0.109961;
san/san400_0.7_2.clq;Q1_Best_Dynamic;17;;;;11.2334;OK
san/san400_0.7_3.clq;Q1_FI_Seed_0;12;;;;0.043776;
san/san400_0.7_3.clq;Q1_HC_Seed_0;12;;;;0.65733;OK
san/san400_0.7_3.clq;Q1_FI_Seed_1;12;;;;0.053146;
san/san400_0.7_3.clq;Q1_HC_Seed_1;12;;;;0.855227;OK
san/san400_0.7_3.clq;Q1_FI_Seed_2;10;;;;0.047387;
san/san400_0.7_3.clq;Q1_HC_Seed_2;10;;;;0.648386;OK
san/san400_0.7_3.clq;Q1_FI_Seed_3;13;;;;0.042838;
san/san400_0.7_3.clq;Q1_HC_Seed_3;14;;;;0.925634;OK
san/san400_0.7_3.clq;Q1_FI_Seed_4;11;;;;0.04423;
san/san400_0.7_3.clq;Q1_HC_Seed_4;14;;;;1.48036;OK
san/san400_0.7_3.clq;Q1_FI_Seed_5;13;;;;0.047413;
san/san400_0.7_3.clq;Q1_HC_Seed_5;13;;;;0.819629;OK
san/san400_0.7_3.clq;Q1_FI_Seed_6;10;;;;0.046173;
san/san400_0.7_3.clq;Q1_HC_Seed_6;10;;;;0.63899;OK
san/san400_0.7_3.clq;Q1_FI_Seed_7;12;;;;0.054143;
san/san400_0.7_3.clq;Q1_HC_Seed_7;13;;;;1.54692;OK
san/san400_0.7_3.clq;Q1_FI_Seed_8;12;;;;0.041967;
san/san400_0.7_3.clq;Q1_HC_Seed_8;16;;;;1.28744;OK
san/san400_0.7_3.clq;Q1_FI_Seed_9;12;;;;0.041976;
san/san400_0.7_3.clq;Q1_HC_Seed_9;13;;;;1.40554;OK
san/san400_0.7_3.clq;Q1_FI_STATS_SUMMARY;;10;13;11.7;0.463049;
san/san400_0.7_3.clq;Q1_HC_STATS_SUMMARY;;10;16;12.7;10.2655;
san/san400_0.7_3.clq;Q1_Best_Static;12;;;;0.112966;
san/san400_0.7_3.clq;Q1_Best_Dynamic;15;;;;10.7908;OK
san/san400_0.9_1.clq;Q1_FI_Seed_0;34;;;;0.102155;
san/san400_0.9_1.clq;Q1_HC_Seed_0;43;;;;13.911;OK
san/san400_0.9_1.clq;Q1_FI_Seed_1;51;;;;0.11113;
san/san400_0.9_1.clq;Q1_HC_Seed_1;52;;;;8.80813;OK
san/san400_0.9_1.clq;Q1_FI_Seed_2;49;;;;0.10215;
san/san400_0.9_1.clq;Q1_HC_Seed_2;52;;;;11.3203;OK
san/san400_0.9_1.clq;Q1_FI_Seed_3;53;;;;0.114763;
san/san400_0.9_1.clq;Q1_HC_Seed_3;54;;;;9.63609;OK
san/san400_0.9_1.clq;Q1_FI_Seed_4;50;;;;0.119904;
san/san400_0.9_1.clq;Q1_HC_Seed_4;53;;;;12.6591;OK
san/san400_0.9_1.clq;Q1_FI_Seed_5;52;;;;0.11428;
san/san400_0.9_1.clq;Q1_HC_Seed_5;52;;;;7.51866;OK
san/san400_0.9_1.clq;Q1_FI_Seed_6;52;;;;0.124816;
san/san400_0.9_1.clq;Q1_HC_Seed_6;52;;;;7.96339;OK
san/san400_0.9_1.clq;Q1_FI_Seed_7;44;;;;0.098612;
san/san400_0.9_1.clq;Q1_HC_Seed_7;100;;;;35.7157;OK
san/san400_0.9_1.clq;Q1_FI_Seed_8;50;;;;0.111544;
san/san400_0.9_1.clq;Q1_HC_Seed_8;51;;;;8.54806;OK
san/san400_0.9_1.clq;Q1_FI_Seed_9;41;;;;0.10087;
san/san400_0.9_1.clq;Q1_HC_Seed_9;100;;;;52.3173;OK
san/san400_0.9_1.clq;Q1_FI_STATS_SUMMARY;;34;53;47.6;1.10022;
san/san400_0.9_1.clq;Q1_HC_STATS_SUMMARY;;43;100;60.9;168.398;
san/san400_0.9_1.clq;Q1_Best_Static;43;;;;0.172809;
san/san400_0.9_1.clq;Q1_Best_Dynamic;92;;;;40.3853;OK
san/san1000.clq;Q1_FI_Seed_0;8;;;;0.102582;
san/san1000.clq;Q1_HC_Seed_0;8;;;;1.5144;OK
san/san1000.clq;Q1_FI_Seed_1;8;;;;0.097528;
san/san1000.clq;Q1_HC_Seed_1;8;;;;1.48402;OK
san/san1000.clq;Q1_FI_Seed_2;9;;;;0.079081;
san/san1000.clq;Q1_HC_Seed_2;9;;;;0.982679;OK
san/san1000.clq;Q1_FI_Seed_3;7;;;;0.086852;
san/san1000.clq;Q1_HC_Seed_3;7;;;;1.18741;OK
san/san1000.clq;Q1_FI_Seed_4;9;;;;0.070698;
san/san1000.clq;Q1_HC_Seed_4;9;;;;0.943607;OK
san/san1000.clq;Q1_FI_Seed_5;8;;;;0.096053;
san/san1000.clq;Q1_HC_Seed_5;8;;;;1.47211;OK
san/san1000.clq;Q1_FI_Seed_6;7;;;;0.086878;
san/san1000.clq;Q1_HC_Seed_6;7;;;;1.20983;OK
san/san1000.clq;Q1_FI_Seed_7;8;;;;0.119766;
san/san1000.clq;Q1_HC_Seed_7;8;;;;1.48292;OK
san/san1000.clq;Q1_FI_Seed_8;8;;;;0.099657;
san/san1000.clq;Q1_HC_Seed_8;8;;;;1.49369;OK
san/san1000.clq;Q1_FI_Seed_9;7;;;;0.089543;
san/san1000.clq;Q1_HC_Seed_9;7;;;;1.20835;OK
san/san1000.clq;Q1_FI_STATS_SUMMARY;;7;9;7.9;0.928638;
san/san1000.clq;Q1_HC_STATS_SUMMARY;;7;9;7.9;12.979;
san/san1000.clq;Q1_Best_Static;8;;;;0.251919;
san/san1000.clq;Q1_Best_Dynamic;10;;;;43.5685;OK
san/sanr200_0.7.clq;Q1_FI_Seed_0;13;;;;0.025409;
san/sanr200_0.7.clq;Q1_HC_Seed_0;15;;;;0.664764;OK
san/sanr200_0.7.clq;Q1_FI_Seed_1;11;;;;0.023296;
san/sanr200_0.7.clq;Q1_HC_Seed_1;14;;;;0.553515;OK
san/sanr200_0.7.clq;Q1_FI_Seed_2;10;;;;0.024925;
san/sanr200_0.7.clq;Q1_HC_Seed_2;12;;;;0.619433;OK
san/sanr200_0.7.clq;Q1_FI_Seed_3;12;;;;0.024146;
san/sanr200_0.7.clq;Q1_HC_Seed_3;14;;;;0.674406;OK
san/sanr200_0.7.clq;Q1_FI_Seed_4;11;;;;0.024077;
san/sanr200_0.7.clq;Q1_HC_Seed_4;15;;;;1.22691;OK
san/sanr200_0.7.clq;Q1_FI_Seed_5;12;;;;0.024399;
san/sanr200_0.7.clq;Q1_HC_Seed_5;13;;;;0.573843;OK
san/sanr200_0.7.clq;Q1_FI_Seed_6;13;;;;0.024316;
san/sanr200_0.7.clq;Q1_HC_Seed_6;13;;;;0.350224;OK
san/sanr200_0.7.clq;Q1_FI_Seed_7;11;;;;0.024277;
san/sanr200_0.7.clq;Q1_HC_Seed_7;14;;;;0.605089;OK
san/sanr200_0.7.clq;Q1_FI_Seed_8;13;;;;0.026579;
san/sanr200_0.7.clq;Q1_HC_Seed_8;14;;;;0.46475;OK
san/sanr200_0.7.clq;Q1_FI_Seed_9;12;;;;0.024709;
san/sanr200_0.7.clq;Q1_HC_Seed_9;13;;;;0.523846;OK
san/sanr200_0.7.clq;Q1_FI_STATS_SUMMARY;;10;13;11.8;0.246133;
san/sanr200_0.7.clq;Q1_HC_STATS_SUMMARY;;12;15;13.7;6.25678;
san/sanr200_0.7.clq;Q1_Best_Static;14;;;;0.051194;
san/sanr200_0.7.clq;Q1_Best_Dynamic;15;;;;2.60401;OK
san/sanr200_0.9.clq;Q1_FI_Seed_0;33;;;;0.04912;
san/sanr200_0.9.clq;Q1_HC_Seed_0;35;;;;3.83246;OK
san/sanr200_0.9.clq;Q1_FI_Seed_1;27;;;;0.046638;
san/sanr200_0.9.clq;Q1_HC_Seed_1;31;;;;2.46681;OK
san/sanr200_0.9.clq;Q1_FI_Seed_2;28;;;;0.044762;
san/sanr200_0.9.clq;Q1_HC_Seed_2;31;;;;2.82487;OK
san/sanr200_0.9.clq;Q1_FI_Seed_3;27;;;;0.045841;
san/sanr200_0.9.clq;Q1_HC_Seed_3;33;;;;3.45301;OK
san/sanr200_0.9.clq;Q1_FI_Seed_4;34;;;;0.050864;
san/sanr200_0.9.clq;Q1_HC_Seed_4;35;;;;2.14453;OK
san/sanr200_0.9.clq;Q1_FI_Seed_5;30;;;;0.049164;
san/sanr200_0.9.clq;Q1_HC_Seed_5;35;;;;3.54056;OK
san/sanr200_0.9.clq;Q1_FI_Seed_6;28;;;;0.048474;
san/sanr200_0.9.clq;Q1_HC_Seed_6;30;;;;2.40582;OK
san/sanr200_0.9.clq;Q1_FI_Seed_7;28;;;;0.046145;
san/sanr200_0.9.clq;Q1_HC_Seed_7;35;;;;5.73879;OK
san/sanr200_0.9.clq;Q1_FI_Seed_8;30;;;;0.046881;
san/sanr200_0.9.clq;Q1_HC_Seed_8;34;;;;2.70664;OK
san/sanr200_0.9.clq;Q1_FI_Seed_9;30;;;;0.04819;
san/sanr200_0.9.clq;Q1_HC_Seed_9;33;;;;2.3554;OK
san/sanr200_0.9.clq;Q1_FI_STATS_SUMMARY;;27;34;29.5;0.476079;
san/sanr200_0.9.clq;Q1_HC_STATS_SUMMARY;;30;35;33.2;31.4689;
san/sanr200_0.9.clq;Q1_Best_Static;36;;;;0.08336;
san/sanr200_0.9.clq;Q1_Best_Dynamic;37;;;;7.37014;OK
san/sanr400_0.5.clq;Q1_FI_Seed_0;9;;;;0.03875;
san/sanr400_0.5.clq;Q1_HC_Seed_0;10;;;;0.636396;OK
san/sanr400_0.5.clq;Q1_FI_Seed_1;9;;;;0.036558;
san/sanr400_0.5.clq;Q1_HC_Seed_1;10;;;;0.546352;OK
san/sanr400_0.5.clq;Q1_FI_Seed_2;8;;;;0.035591;
san/sanr400_0.5.clq;Q1_HC_Seed_2;10;;;;0.62219;OK
san/sanr400_0.5.clq;Q1_FI_Seed_3;9;;;;0.035936;
san/sanr400_0.5.clq;Q1_HC_Seed_3;9;;;;0.415783;OK
san/sanr400_0.5.clq;Q1_FI_Seed_4;8;;;;0.037668;
san/sanr400_0.5.clq;Q1_HC_Seed_4;9;;;;0.582528;OK
san/sanr400_0.5.clq;Q1_FI_Seed_5;9;;;;0.036144;
san/sanr400_0.5.clq;Q1_HC_Seed_5;10;;;;0.700859;OK
san/sanr400_0.5.clq;Q1_FI_Seed_6;8;;;;0.034351;
san/sanr400_0.5.clq;Q1_HC_Seed_6;9;;;;0.453219;OK
san/sanr400_0.5.clq;Q1_FI_Seed_7;8;;;;0.034357;
san/sanr400_0.5.clq;Q1_HC_Seed_7;11;;;;0.952449;OK
san/sanr400_0.5.clq;Q1_FI_Seed_8;8;;;;0.034476;
san/sanr400_0.5.clq;Q1_HC_Seed_8;10;;;;0.727494;OK
san/sanr400_0.5.clq;Q1_FI_Seed_9;8;;;;0.034258;
san/sanr400_0.5.clq;Q1_HC_Seed_9;9;;;;0.476725;OK
san/sanr400_0.5.clq;Q1_FI_STATS_SUMMARY;;8;9;8.4;0.358089;
san/sanr400_0.5.clq;Q1_HC_STATS_SUMMARY;;9;11;9.7;6.114;
san/sanr400_0.5.clq;Q1_Best_Static;10;;;;0.093797;
san/sanr400_0.5.clq;Q1_Best_Dynamic;11;;;;6.63244;OK
san/sanr400_0.7.clq;Q1_FI_Seed_0;14;;;;0.046134;
san/sanr400_0.7.clq;Q1_HC_Seed_0;17;;;;1.89529;OK
san/sanr400_0.7.clq;Q1_FI_Seed_1;15;;;;0.047328;
san/sanr400_0.7.clq;Q1_HC_Seed_1;17;;;;1.68009;OK
san/sanr400_0.7.clq;Q1_FI_Seed_2;15;;;;0.044151;
san/sanr400_0.7.clq;Q1_HC_Seed_2;16;;;;1.62312;OK
san/sanr400_0.7.clq;Q1_FI_Seed_3;16;;;;0.04581;
san/sanr400_0.7.clq;Q1_HC_Seed_3;18;;;;1.90724;OK
san/sanr400_0.7.clq;Q1_FI_Seed_4;15;;;;0.043427;
san/sanr400_0.7.clq;Q1_HC_Seed_4;15;;;;0.880159;OK
san/sanr400_0.7.clq;Q1_FI_Seed_5;13;;;;0.045993;
san/sanr400_0.7.clq;Q1_HC_Seed_5;18;;;;2.17037;OK
san/sanr400_0.7.clq;Q1_FI_Seed_6;15;;;;0.047236;
san/sanr400_0.7.clq;Q1_HC_Seed_6;15;;;;0.915246;OK
san/sanr400_0.7.clq;Q1_FI_Seed_7;14;;;;0.045473;
san/sanr400_0.7.clq;Q1_HC_Seed_7;18;;;;1.811;OK
san/sanr400_0.7.clq;Q1_FI_Seed_8;15;;;;0.045433;
san/sanr400_0.7.clq;Q1_HC_Seed_8;16;;;;1.23671;OK
san/sanr400_0.7.clq;Q1_FI_Seed_9;15;;;;0.044726;
san/sanr400_0.7.clq;Q1_HC_Seed_9;18;;;;2.23772;OK
san/sanr400_0.7.clq;Q1_FI_STATS_SUMMARY;;13;16;14.7;0.455711;
san/sanr400_0.7.clq;Q1_HC_STATS_SUMMARY;;15;18;16.8;16.3569;
san/sanr400_0.7.clq;Q1_Best_Static;16;;;;0.100539;
san/sanr400_0.7.clq;Q1_Best_Dynamic;18;;;;9.56886;OK
